job_id,title,industry,location,pay_rate,required_experience,required_skills,job_type,posting_duration,filled
397,Marketing Analyst,Retail,Seattle,45,9,Machine Learning,Contract,2,1
398,Marketing Analyst,Finance,New York,35,6,Python,Full-time,81,0
399,HR Specialist,Finance,Chicago,70,13,Machine Learning,Contract,35,1
400,Software Engineer,Healthcare,Seattle,76,14,Machine Learning,Contract,87,1
401,HR Specialist,Finance,New York,48,4,Communication,Part-time,30,1
402,Product Manager,Healthcare,San Francisco,97,6,Machine Learning,Contract,8,1
403,HR Specialist,Education,Seattle,88,8,SQL,Part-time,22,0
404,Data Scientist,Retail,Seattle,66,2,Machine Learning,Part-time,44,1
405,HR Specialist,Tech,New York,81,7,Communication,Full-time,58,1
406,Marketing Analyst,Retail,Chicago,88,1,Communication,Full-time,36,1
407,Product Manager,Healthcare,San Francisco,95,10,Communication,Full-time,69,1
408,Data Scientist,Healthcare,Seattle,35,6,Python,Full-time,77,1
409,HR Specialist,Retail,Chicago,67,12,SQL,Part-time,31,1
410,Product Manager,Healthcare,San Francisco,58,1,Python,Contract,47,1
411,Product Manager,Finance,Austin,52,14,Excel,Full-time,55,1
412,Data Scientist,Finance,Austin,42,13,SQL,Full-time,80,1
413,HR Specialist,Healthcare,San Francisco,29,3,Machine Learning,Full-time,62,0
414,Product Manager,Healthcare,New York,88,6,Communication,Contract,30,1
415,Product Manager,Finance,San Francisco,53,2,Excel,Full-time,55,0
416,Software Engineer,Healthcare,San Francisco,71,1,SQL,Contract,16,1
417,Product Manager,Healthcare,New York,29,10,Python,Part-time,12,1
418,Software Engineer,Retail,New York,38,9,Communication,Part-time,17,0
419,HR Specialist,Tech,Chicago,77,6,Python,Part-time,16,1
420,HR Specialist,Finance,Chicago,20,0,SQL,Contract,12,1
421,HR Specialist,Retail,New York,88,13,SQL,Full-time,8,1
422,Marketing Analyst,Tech,Austin,23,14,Excel,Full-time,84,1
423,HR Specialist,Healthcare,Austin,35,7,Machine Learning,Full-time,3,1
424,Product Manager,Healthcare,San Francisco,43,2,Python,Full-time,16,0
425,Data Scientist,Retail,Seattle,99,11,Excel,Full-time,30,1
426,Software Engineer,Healthcare,San Francisco,21,11,Communication,Contract,23,0
427,Marketing Analyst,Education,San Francisco,51,12,Machine Learning,Part-time,5,1
428,HR Specialist,Retail,Seattle,43,1,Excel,Full-time,84,0
429,HR Specialist,Tech,New York,31,2,Python,Part-time,65,1
430,Data Scientist,Retail,Austin,69,4,SQL,Contract,30,1
431,Data Scientist,Finance,San Francisco,54,10,Communication,Contract,21,0
432,Marketing Analyst,Retail,Seattle,52,7,Python,Full-time,84,1
433,Software Engineer,Healthcare,Chicago,52,9,Machine Learning,Contract,70,1
434,HR Specialist,Healthcare,San Francisco,80,6,Machine Learning,Part-time,22,1
435,Marketing Analyst,Education,Austin,70,6,SQL,Full-time,82,1
436,Product Manager,Education,New York,62,11,SQL,Full-time,72,1
437,Product Manager,Education,San Francisco,31,6,Communication,Part-time,32,1
438,Marketing Analyst,Tech,San Francisco,86,14,Communication,Full-time,33,0
439,HR Specialist,Education,Seattle,84,7,SQL,Full-time,16,0
440,Marketing Analyst,Tech,Chicago,52,0,SQL,Part-time,76,1
441,HR Specialist,Education,Chicago,59,3,Machine Learning,Full-time,38,1
442,Data Scientist,Tech,New York,93,12,SQL,Full-time,14,1
443,Marketing Analyst,Retail,Austin,62,5,Excel,Part-time,36,1
444,HR Specialist,Retail,New York,63,8,Python,Contract,23,1
445,Marketing Analyst,Healthcare,San Francisco,48,12,SQL,Part-time,66,1
446,Marketing Analyst,Tech,San Francisco,32,1,Communication,Full-time,85,1
447,HR Specialist,Finance,Chicago,31,0,Excel,Part-time,2,1
448,HR Specialist,Healthcare,Austin,65,12,Communication,Full-time,73,1
449,Software Engineer,Retail,Seattle,21,9,Excel,Full-time,65,1
450,Marketing Analyst,Tech,Austin,54,11,SQL,Part-time,75,1
451,Product Manager,Education,San Francisco,27,13,Python,Full-time,67,1
452,Marketing Analyst,Finance,Seattle,45,1,Communication,Contract,52,0
453,Marketing Analyst,Retail,Austin,93,6,Excel,Full-time,62,0
454,HR Specialist,Healthcare,Austin,53,2,Machine Learning,Part-time,23,1
455,Marketing Analyst,Tech,Seattle,26,9,SQL,Contract,26,1
456,Marketing Analyst,Finance,San Francisco,87,1,Python,Contract,68,1
457,Product Manager,Tech,Austin,77,13,SQL,Full-time,82,1
458,HR Specialist,Education,Seattle,94,10,Machine Learning,Part-time,55,0
459,Marketing Analyst,Healthcare,San Francisco,48,6,Python,Full-time,6,1
460,Data Scientist,Tech,Seattle,55,12,Machine Learning,Full-time,35,1
461,Software Engineer,Retail,Seattle,40,12,SQL,Part-time,22,1
462,Product Manager,Healthcare,Austin,55,1,Excel,Part-time,43,1
463,Marketing Analyst,Retail,San Francisco,29,2,SQL,Full-time,15,1
464,Data Scientist,Tech,Austin,92,10,SQL,Contract,86,0
465,Marketing Analyst,Healthcare,New York,43,6,SQL,Full-time,60,1
466,Marketing Analyst,Retail,New York,83,13,Communication,Contract,12,1
467,HR Specialist,Education,San Francisco,68,3,Machine Learning,Full-time,49,1
468,HR Specialist,Education,Seattle,55,12,Machine Learning,Part-time,42,1
469,HR Specialist,Tech,Austin,43,13,Machine Learning,Contract,38,0
470,Data Scientist,Healthcare,Austin,42,0,Communication,Part-time,82,0
471,Marketing Analyst,Finance,San Francisco,81,12,Excel,Part-time,45,1
472,Software Engineer,Healthcare,San Francisco,56,13,SQL,Part-time,35,1
473,Product Manager,Education,New York,31,4,Excel,Part-time,30,0
474,HR Specialist,Retail,Chicago,74,11,Communication,Part-time,88,0
475,HR Specialist,Finance,San Francisco,32,8,Machine Learning,Full-time,30,1
476,Marketing Analyst,Tech,Chicago,42,7,SQL,Contract,78,0
477,Marketing Analyst,Finance,San Francisco,49,11,Python,Full-time,6,1
478,Data Scientist,Tech,Seattle,36,14,Python,Full-time,67,1
479,Data Scientist,Finance,Seattle,81,8,Excel,Full-time,80,1
480,HR Specialist,Tech,New York,32,9,Machine Learning,Part-time,7,0
481,Marketing Analyst,Tech,New York,78,13,Python,Full-time,52,0
482,Software Engineer,Finance,Chicago,38,8,Excel,Contract,14,1
483,Product Manager,Finance,San Francisco,68,14,Communication,Full-time,73,1
484,Marketing Analyst,Tech,Austin,31,6,Excel,Part-time,15,1
485,Marketing Analyst,Education,New York,80,3,Excel,Contract,21,0
486,Data Scientist,Finance,Austin,38,4,Excel,Contract,35,1
487,Product Manager,Healthcare,Austin,95,0,SQL,Contract,66,1
488,HR Specialist,Retail,San Francisco,28,13,Excel,Contract,2,1
489,Marketing Analyst,Tech,Chicago,90,0,Excel,Full-time,35,1
490,HR Specialist,Tech,San Francisco,47,2,SQL,Part-time,82,1
491,Marketing Analyst,Retail,New York,97,12,SQL,Contract,78,1
492,HR Specialist,Education,Austin,71,13,Communication,Contract,20,0
493,Product Manager,Retail,San Francisco,35,7,Machine Learning,Part-time,82,1
494,Data Scientist,Finance,San Francisco,88,13,Python,Full-time,10,0
495,Product Manager,Retail,San Francisco,31,1,Python,Contract,25,1
496,Software Engineer,Tech,New York,44,3,Excel,Full-time,66,1
497,Data Scientist,Retail,Chicago,71,1,Communication,Full-time,25,0
498,Product Manager,Healthcare,San Francisco,72,13,Excel,Full-time,54,1
499,Software Engineer,Finance,New York,42,4,Python,Full-time,33,0
500,Marketing Analyst,Retail,Austin,35,8,SQL,Contract,36,1
501,Marketing Analyst,Tech,Seattle,76,0,Machine Learning,Contract,14,1
502,HR Specialist,Finance,New York,58,4,Communication,Full-time,65,0
503,Data Scientist,Tech,Seattle,72,13,SQL,Full-time,80,1
504,Marketing Analyst,Education,San Francisco,61,14,Machine Learning,Part-time,54,1
505,Data Scientist,Healthcare,San Francisco,77,8,Communication,Part-time,52,0
506,Marketing Analyst,Education,New York,58,14,Communication,Part-time,3,0
507,HR Specialist,Healthcare,Seattle,33,0,Python,Contract,41,1
508,Product Manager,Retail,San Francisco,24,8,SQL,Part-time,6,1
509,HR Specialist,Finance,Austin,54,7,Communication,Contract,25,1
510,Software Engineer,Retail,Chicago,94,3,Communication,Contract,13,0
511,Marketing Analyst,Healthcare,Chicago,37,11,Machine Learning,Contract,8,0
512,Software Engineer,Healthcare,San Francisco,95,10,Python,Contract,21,1
513,Software Engineer,Healthcare,Seattle,28,9,Excel,Part-time,68,0
514,Data Scientist,Tech,San Francisco,93,4,Python,Full-time,25,0
515,Marketing Analyst,Finance,Seattle,77,12,Excel,Full-time,79,0
516,Software Engineer,Retail,Austin,36,4,SQL,Full-time,68,1
517,Product Manager,Retail,Seattle,26,10,SQL,Part-time,45,1
518,Software Engineer,Education,San Francisco,65,11,Communication,Full-time,60,1
519,Product Manager,Healthcare,Austin,32,5,SQL,Part-time,12,1
520,Data Scientist,Healthcare,New York,59,6,Communication,Part-time,32,1
521,Software Engineer,Healthcare,Chicago,61,7,Python,Part-time,13,1
522,HR Specialist,Retail,San Francisco,28,14,SQL,Full-time,31,0
523,Data Scientist,Education,San Francisco,69,13,Python,Full-time,78,1
524,Product Manager,Tech,San Francisco,46,7,Python,Full-time,20,1
525,Data Scientist,Finance,Austin,85,10,SQL,Contract,18,1
526,Software Engineer,Tech,New York,24,13,Python,Part-time,60,1
527,Marketing Analyst,Retail,Seattle,48,12,SQL,Contract,63,1
528,Marketing Analyst,Healthcare,New York,56,1,SQL,Part-time,6,0
529,Product Manager,Finance,Austin,57,8,SQL,Full-time,32,1
530,Product Manager,Retail,San Francisco,27,6,Excel,Part-time,43,1
531,Marketing Analyst,Retail,Chicago,84,3,Python,Part-time,2,1
532,Product Manager,Retail,San Francisco,36,3,Machine Learning,Contract,60,1
533,Data Scientist,Finance,Seattle,90,10,SQL,Part-time,23,1
534,HR Specialist,Finance,Chicago,64,7,Python,Full-time,83,0
535,HR Specialist,Education,San Francisco,23,3,Communication,Part-time,31,1
536,Data Scientist,Education,Chicago,55,12,SQL,Part-time,5,0
537,HR Specialist,Tech,New York,89,14,SQL,Part-time,83,1
538,Software Engineer,Finance,Austin,50,5,Machine Learning,Contract,34,1
539,Data Scientist,Finance,San Francisco,38,4,Excel,Part-time,10,1
540,Product Manager,Finance,Seattle,80,2,Excel,Part-time,89,1
541,Data Scientist,Education,New York,73,12,SQL,Contract,2,1
542,Marketing Analyst,Retail,San Francisco,58,13,Python,Contract,11,0
543,Product Manager,Healthcare,New York,93,9,Communication,Contract,50,1
544,Marketing Analyst,Education,Seattle,38,10,Communication,Contract,31,0
545,Product Manager,Finance,San Francisco,58,1,Python,Full-time,56,1
546,HR Specialist,Education,Seattle,86,8,SQL,Full-time,79,0
547,Data Scientist,Tech,Chicago,64,9,Communication,Part-time,73,0
548,Software Engineer,Finance,Seattle,32,8,Excel,Full-time,87,1
549,Product Manager,Tech,Chicago,77,0,Python,Part-time,83,0
550,Product Manager,Finance,San Francisco,39,9,Machine Learning,Full-time,9,1
551,Marketing Analyst,Education,Chicago,91,2,SQL,Contract,21,1
552,HR Specialist,Retail,San Francisco,80,7,Python,Contract,73,0
553,Marketing Analyst,Healthcare,San Francisco,58,5,Communication,Full-time,28,1
554,Marketing Analyst,Tech,Austin,20,4,SQL,Full-time,62,0
555,HR Specialist,Education,San Francisco,22,4,Excel,Part-time,7,0
556,Software Engineer,Retail,Chicago,96,5,SQL,Part-time,80,1
557,Marketing Analyst,Education,Austin,81,14,SQL,Part-time,16,0
558,Marketing Analyst,Tech,Austin,82,6,Excel,Contract,4,1
559,Product Manager,Healthcare,San Francisco,44,0,Excel,Contract,4,0
560,HR Specialist,Education,Seattle,75,8,SQL,Contract,40,0
561,Data Scientist,Finance,Seattle,52,2,Excel,Contract,17,1
562,Software Engineer,Retail,Austin,57,3,Python,Part-time,52,1
563,Software Engineer,Education,San Francisco,25,9,Excel,Contract,52,0
564,HR Specialist,Retail,Seattle,77,0,Excel,Contract,36,1
565,Product Manager,Finance,San Francisco,63,12,SQL,Contract,38,0
566,Product Manager,Healthcare,San Francisco,64,10,Python,Contract,50,1
567,HR Specialist,Healthcare,Austin,51,9,Machine Learning,Full-time,63,1
568,Product Manager,Finance,Austin,64,2,Machine Learning,Part-time,63,1
569,Software Engineer,Retail,New York,80,1,Communication,Part-time,62,1
570,Software Engineer,Education,Seattle,66,1,Excel,Contract,7,1
571,Data Scientist,Finance,Seattle,40,13,Excel,Full-time,27,1
572,HR Specialist,Tech,Seattle,99,0,Python,Part-time,86,1
573,Marketing Analyst,Retail,Chicago,94,7,Machine Learning,Part-time,14,1
574,Marketing Analyst,Healthcare,San Francisco,55,2,Communication,Contract,71,0
575,Data Scientist,Finance,Austin,38,2,Python,Contract,86,1
576,Data Scientist,Healthcare,Seattle,39,5,Excel,Part-time,5,1
577,Product Manager,Retail,New York,76,12,Machine Learning,Part-time,55,1
578,Data Scientist,Healthcare,Seattle,37,7,Communication,Full-time,2,1
579,Data Scientist,Finance,San Francisco,66,12,SQL,Part-time,62,1
580,Marketing Analyst,Retail,San Francisco,68,14,Machine Learning,Part-time,21,0
581,Product Manager,Tech,Austin,33,8,Communication,Contract,79,0
582,Data Scientist,Finance,Chicago,34,8,Python,Part-time,21,1
583,Data Scientist,Education,Austin,50,3,SQL,Contract,10,1
584,Product Manager,Finance,Seattle,20,13,Communication,Part-time,87,1
585,HR Specialist,Retail,New York,73,4,Communication,Part-time,58,1
586,Product Manager,Finance,Austin,22,1,Excel,Part-time,39,1
587,Marketing Analyst,Tech,Chicago,35,10,Machine Learning,Full-time,5,1
588,HR Specialist,Tech,Austin,76,8,Excel,Contract,65,0
589,Software Engineer,Education,San Francisco,94,7,SQL,Full-time,13,0
590,Product Manager,Healthcare,Seattle,31,2,Communication,Part-time,85,1
591,Marketing Analyst,Retail,Seattle,93,10,Excel,Full-time,85,1
592,HR Specialist,Retail,Seattle,35,11,Machine Learning,Contract,53,0
593,Product Manager,Healthcare,Seattle,91,12,SQL,Part-time,82,1
594,Data Scientist,Tech,Seattle,95,8,Python,Full-time,45,1
595,Product Manager,Tech,Seattle,43,2,Excel,Full-time,32,1
596,Software Engineer,Finance,New York,47,8,SQL,Contract,36,1
597,Product Manager,Education,Chicago,27,1,Python,Full-time,81,1
598,HR Specialist,Education,Seattle,55,11,Excel,Contract,60,0
599,HR Specialist,Education,Chicago,27,9,SQL,Part-time,11,1
600,Product Manager,Finance,Seattle,77,8,SQL,Part-time,63,1
601,HR Specialist,Education,Austin,79,14,Excel,Full-time,21,0
602,Data Scientist,Healthcare,Seattle,69,7,SQL,Part-time,52,1
603,Product Manager,Finance,San Francisco,47,8,Communication,Part-time,55,1
604,Data Scientist,Healthcare,New York,60,4,Excel,Full-time,26,1
605,Data Scientist,Finance,Austin,83,10,SQL,Part-time,68,1
606,Marketing Analyst,Education,Austin,46,10,Python,Full-time,34,0
607,Product Manager,Healthcare,San Francisco,82,1,Python,Contract,52,1
608,HR Specialist,Healthcare,Seattle,36,7,Communication,Contract,82,1
609,Data Scientist,Healthcare,New York,92,11,Excel,Contract,52,1
610,Marketing Analyst,Finance,Austin,52,14,SQL,Full-time,29,0
611,Product Manager,Retail,New York,96,5,SQL,Full-time,38,1
612,Product Manager,Education,Austin,48,7,Python,Part-time,42,1
613,Software Engineer,Healthcare,Seattle,32,10,Communication,Part-time,21,0
614,Software Engineer,Retail,Austin,65,4,Python,Part-time,42,0
615,Data Scientist,Education,Austin,54,9,Python,Part-time,13,1
616,Software Engineer,Education,Chicago,25,1,Communication,Part-time,64,1
617,Data Scientist,Healthcare,Seattle,88,5,Excel,Full-time,17,1
618,HR Specialist,Healthcare,San Francisco,66,4,SQL,Full-time,9,1
619,Data Scientist,Finance,San Francisco,44,11,Excel,Contract,41,1
620,Software Engineer,Retail,Seattle,85,12,Machine Learning,Contract,1,1
621,HR Specialist,Retail,San Francisco,29,11,Machine Learning,Contract,2,0
622,Software Engineer,Healthcare,Seattle,75,4,Machine Learning,Contract,60,1
623,Data Scientist,Education,San Francisco,49,12,Communication,Full-time,48,0
624,Marketing Analyst,Healthcare,Chicago,24,0,Python,Full-time,29,1
625,Product Manager,Education,San Francisco,52,1,Excel,Full-time,10,0
626,Software Engineer,Education,Austin,84,7,SQL,Part-time,58,0
627,Data Scientist,Healthcare,Seattle,37,12,Machine Learning,Part-time,60,1
628,HR Specialist,Tech,New York,68,13,Excel,Contract,21,0
629,Software Engineer,Retail,New York,30,12,Machine Learning,Part-time,28,1
630,Software Engineer,Education,Seattle,45,2,Machine Learning,Full-time,75,0
631,Product Manager,Education,Chicago,82,9,SQL,Contract,34,1
632,Data Scientist,Tech,San Francisco,78,2,Communication,Contract,8,1
633,Marketing Analyst,Finance,Chicago,46,7,Python,Part-time,59,0
634,HR Specialist,Tech,New York,68,7,Communication,Contract,86,0
635,Data Scientist,Tech,Seattle,96,1,Excel,Part-time,72,1
636,HR Specialist,Education,Seattle,52,7,Communication,Part-time,49,1
637,Software Engineer,Retail,Chicago,20,10,Excel,Contract,79,1
638,Product Manager,Tech,Chicago,40,12,Excel,Part-time,17,1
639,Product Manager,Finance,San Francisco,74,12,Python,Part-time,60,1
640,Marketing Analyst,Healthcare,Austin,25,0,SQL,Part-time,87,0
641,Product Manager,Tech,Austin,88,5,Python,Part-time,88,1
642,Software Engineer,Tech,San Francisco,24,7,Communication,Contract,45,1
643,Marketing Analyst,Finance,Austin,22,2,Excel,Full-time,83,1
644,Data Scientist,Retail,New York,72,7,Machine Learning,Full-time,69,1
645,Product Manager,Tech,Austin,42,11,Machine Learning,Part-time,32,1
646,Marketing Analyst,Tech,San Francisco,72,0,Excel,Part-time,44,1
647,Software Engineer,Retail,Austin,56,10,Python,Part-time,65,1
648,HR Specialist,Finance,Seattle,93,10,SQL,Full-time,87,1
649,HR Specialist,Tech,Chicago,93,8,Python,Part-time,8,1
650,Software Engineer,Retail,New York,36,12,Excel,Contract,77,0
651,Software Engineer,Tech,Seattle,97,10,Excel,Contract,72,0
652,HR Specialist,Healthcare,Seattle,92,12,SQL,Contract,87,1
653,Marketing Analyst,Education,San Francisco,20,8,Communication,Full-time,43,1
654,HR Specialist,Healthcare,Chicago,70,4,Communication,Part-time,1,0
655,Software Engineer,Tech,Chicago,64,9,SQL,Part-time,51,0
656,Product Manager,Finance,New York,96,3,Communication,Part-time,24,0
657,Data Scientist,Education,San Francisco,23,14,Machine Learning,Full-time,24,0
658,Product Manager,Healthcare,New York,81,10,Communication,Full-time,17,1
659,Product Manager,Retail,Austin,84,5,Communication,Full-time,5,1
660,Software Engineer,Finance,Seattle,51,11,Communication,Full-time,20,1
661,HR Specialist,Healthcare,New York,53,6,Machine Learning,Contract,21,1
662,Marketing Analyst,Retail,Seattle,91,4,Communication,Full-time,58,0
663,Product Manager,Tech,San Francisco,58,10,Machine Learning,Full-time,31,0
664,HR Specialist,Retail,Austin,45,12,SQL,Full-time,11,1
665,Marketing Analyst,Healthcare,San Francisco,53,9,Python,Part-time,52,1
666,Product Manager,Healthcare,Austin,73,8,SQL,Part-time,15,1
667,Marketing Analyst,Tech,Austin,22,2,Python,Part-time,83,0
668,HR Specialist,Retail,Seattle,69,14,SQL,Contract,7,1
669,Data Scientist,Retail,San Francisco,31,6,Python,Contract,28,1
670,HR Specialist,Tech,San Francisco,84,9,Python,Full-time,51,1
671,Software Engineer,Retail,New York,73,9,Excel,Part-time,58,1
672,Marketing Analyst,Tech,San Francisco,24,10,Python,Contract,5,1
673,Data Scientist,Finance,New York,76,4,Python,Part-time,5,1
674,Marketing Analyst,Healthcare,Chicago,36,13,Excel,Contract,8,0
675,Marketing Analyst,Finance,Chicago,66,6,Communication,Contract,64,0
676,Product Manager,Education,Chicago,42,14,Communication,Full-time,10,0
677,Software Engineer,Education,San Francisco,98,1,Excel,Full-time,38,1
678,Marketing Analyst,Education,San Francisco,33,3,Machine Learning,Contract,81,1
679,HR Specialist,Tech,New York,85,1,Python,Full-time,8,1
680,HR Specialist,Retail,Austin,94,13,Python,Contract,25,0
681,Product Manager,Finance,New York,70,12,Excel,Contract,73,1
682,Software Engineer,Finance,Chicago,57,12,Excel,Part-time,66,1
683,Software Engineer,Finance,New York,83,11,Machine Learning,Full-time,79,1
684,HR Specialist,Finance,Austin,57,6,Communication,Full-time,50,1
685,Data Scientist,Education,San Francisco,69,1,SQL,Full-time,67,1
686,Product Manager,Finance,New York,49,12,Communication,Part-time,49,1
687,Product Manager,Retail,Chicago,98,13,Python,Part-time,36,0
688,HR Specialist,Education,Chicago,70,10,Excel,Part-time,68,1
689,HR Specialist,Finance,San Francisco,82,0,Machine Learning,Full-time,78,0
690,Data Scientist,Tech,New York,71,8,Communication,Full-time,41,0
691,Data Scientist,Healthcare,Austin,57,0,Machine Learning,Full-time,89,0
692,Software Engineer,Healthcare,San Francisco,98,7,Communication,Part-time,62,1
693,Product Manager,Healthcare,New York,49,14,Python,Part-time,10,1
694,Product Manager,Education,Seattle,70,1,SQL,Contract,21,1
695,HR Specialist,Finance,Chicago,24,11,Machine Learning,Part-time,36,0
696,Software Engineer,Education,Austin,48,7,Machine Learning,Contract,12,1
697,Product Manager,Retail,Austin,23,12,SQL,Full-time,2,1
698,Software Engineer,Tech,Austin,29,2,Machine Learning,Part-time,13,1
699,Software Engineer,Tech,Chicago,75,5,Machine Learning,Full-time,53,1
700,HR Specialist,Healthcare,New York,36,2,Communication,Full-time,32,0
701,Software Engineer,Healthcare,San Francisco,93,13,Communication,Full-time,16,1
702,Data Scientist,Healthcare,New York,36,6,SQL,Full-time,32,1
703,Data Scientist,Finance,San Francisco,88,9,Python,Part-time,32,0
704,Marketing Analyst,Retail,Austin,53,8,Machine Learning,Full-time,11,1
705,HR Specialist,Retail,New York,25,1,Python,Contract,10,1
706,Marketing Analyst,Retail,Austin,72,14,SQL,Part-time,15,1
707,Data Scientist,Retail,Seattle,85,11,SQL,Full-time,17,0
708,Marketing Analyst,Healthcare,Austin,96,11,Communication,Part-time,40,0
709,HR Specialist,Tech,Austin,62,14,Machine Learning,Contract,18,0
710,HR Specialist,Healthcare,San Francisco,94,13,Excel,Full-time,55,1
711,Software Engineer,Retail,Seattle,42,4,SQL,Contract,73,1
712,Product Manager,Healthcare,Austin,74,12,Machine Learning,Full-time,25,0
713,Software Engineer,Retail,Austin,99,5,Python,Contract,59,1
714,HR Specialist,Education,Seattle,94,3,Communication,Full-time,78,1
715,Data Scientist,Tech,Seattle,35,3,Python,Part-time,89,0
716,Data Scientist,Education,New York,27,3,SQL,Full-time,22,1
717,Software Engineer,Finance,San Francisco,23,1,SQL,Part-time,30,1
718,HR Specialist,Healthcare,Seattle,23,3,Python,Full-time,84,0
719,Data Scientist,Finance,Seattle,75,10,SQL,Full-time,85,0
720,HR Specialist,Healthcare,Chicago,44,0,Machine Learning,Contract,44,1
721,Data Scientist,Education,Seattle,86,11,SQL,Contract,32,1
722,HR Specialist,Retail,San Francisco,86,5,Communication,Contract,51,1
723,Marketing Analyst,Retail,Austin,46,0,Machine Learning,Full-time,46,1
724,HR Specialist,Healthcare,Austin,51,9,Excel,Full-time,21,0
725,HR Specialist,Retail,Austin,69,5,SQL,Full-time,32,0
726,Software Engineer,Education,Austin,80,0,SQL,Part-time,39,1
727,Marketing Analyst,Retail,Chicago,70,5,Communication,Part-time,12,0
728,Product Manager,Education,Seattle,38,9,Communication,Full-time,47,0
729,Software Engineer,Finance,Austin,40,7,Python,Contract,18,1
730,Product Manager,Education,New York,24,10,Python,Contract,21,1
731,Data Scientist,Tech,Austin,61,1,Python,Contract,13,1
732,Product Manager,Tech,Seattle,80,1,Communication,Full-time,21,1
733,HR Specialist,Tech,Austin,41,13,Python,Contract,8,0
734,Product Manager,Healthcare,Chicago,40,14,Python,Full-time,46,1
735,Software Engineer,Healthcare,San Francisco,89,12,Excel,Part-time,7,0
736,Software Engineer,Healthcare,San Francisco,20,11,Python,Contract,23,1
737,Product Manager,Education,Seattle,24,3,SQL,Part-time,75,1
738,Software Engineer,Healthcare,San Francisco,31,10,Communication,Contract,86,1
739,Software Engineer,Finance,San Francisco,65,2,Machine Learning,Full-time,22,1
740,Product Manager,Tech,New York,53,3,Excel,Full-time,89,1
741,Marketing Analyst,Education,Seattle,68,12,Communication,Full-time,22,0
742,Marketing Analyst,Tech,Seattle,97,11,Communication,Full-time,29,1
743,Data Scientist,Healthcare,San Francisco,64,6,SQL,Contract,13,1
744,Software Engineer,Education,San Francisco,46,12,Python,Part-time,82,0
745,Product Manager,Retail,San Francisco,92,10,SQL,Full-time,2,1
746,Software Engineer,Finance,Chicago,45,0,Python,Contract,29,1
747,HR Specialist,Healthcare,Austin,66,5,Python,Part-time,85,0
748,Software Engineer,Healthcare,Chicago,75,14,Communication,Full-time,79,1
749,Software Engineer,Finance,Seattle,82,14,Python,Part-time,52,1
750,Marketing Analyst,Finance,New York,67,2,Excel,Full-time,27,1
751,Product Manager,Retail,Austin,80,10,Excel,Part-time,50,1
752,Software Engineer,Healthcare,New York,45,9,Excel,Part-time,79,1
753,Marketing Analyst,Healthcare,Seattle,55,6,Communication,Full-time,23,1
754,Data Scientist,Tech,Seattle,20,9,SQL,Contract,88,1
755,Marketing Analyst,Education,New York,27,1,Machine Learning,Part-time,44,0
756,Marketing Analyst,Education,New York,71,13,Python,Full-time,77,1
757,Marketing Analyst,Tech,New York,98,1,Machine Learning,Part-time,22,1
758,Software Engineer,Education,Seattle,66,12,SQL,Part-time,43,0
759,Software Engineer,Finance,San Francisco,75,3,SQL,Contract,37,1
760,Data Scientist,Education,New York,33,0,Communication,Part-time,61,1
761,HR Specialist,Education,Austin,47,2,Excel,Part-time,56,0
762,HR Specialist,Tech,Seattle,97,12,Excel,Full-time,3,1
763,HR Specialist,Retail,Chicago,21,8,SQL,Full-time,63,1
764,Data Scientist,Education,Chicago,45,6,Communication,Contract,19,1
765,HR Specialist,Education,Austin,33,14,Communication,Part-time,23,0
766,HR Specialist,Retail,San Francisco,78,6,Python,Part-time,29,0
767,Marketing Analyst,Tech,New York,75,12,Excel,Part-time,30,1
768,Software Engineer,Retail,Seattle,26,12,SQL,Contract,39,1
769,Software Engineer,Tech,New York,22,10,Machine Learning,Part-time,25,0
770,Marketing Analyst,Finance,Seattle,42,3,Excel,Full-time,8,1
771,Marketing Analyst,Tech,Chicago,37,1,Python,Contract,58,0
772,Marketing Analyst,Finance,New York,57,14,Communication,Full-time,16,1
773,Software Engineer,Finance,Austin,34,13,SQL,Full-time,72,1
774,HR Specialist,Tech,San Francisco,83,3,Excel,Contract,1,1
775,Marketing Analyst,Healthcare,Austin,47,5,Machine Learning,Full-time,5,0
776,Data Scientist,Tech,San Francisco,93,10,Python,Part-time,3,1
777,Marketing Analyst,Education,New York,58,10,Python,Contract,65,0
778,Product Manager,Education,New York,76,2,Excel,Full-time,4,1
779,Marketing Analyst,Healthcare,San Francisco,36,0,Machine Learning,Part-time,64,1
780,Software Engineer,Finance,Chicago,63,13,Python,Part-time,89,0
781,Marketing Analyst,Healthcare,Seattle,44,11,SQL,Full-time,10,0
782,Product Manager,Education,Austin,36,7,Python,Part-time,21,1
783,Data Scientist,Healthcare,Austin,32,11,Machine Learning,Contract,46,1
784,HR Specialist,Tech,Austin,44,12,Communication,Full-time,27,1
785,Marketing Analyst,Healthcare,New York,87,4,Communication,Part-time,66,0
786,Product Manager,Finance,Austin,29,14,Excel,Part-time,41,1
787,Product Manager,Tech,Seattle,86,4,Machine Learning,Full-time,13,1
788,Data Scientist,Retail,Seattle,37,10,Python,Full-time,9,1
789,Software Engineer,Education,San Francisco,53,3,Python,Full-time,36,1
790,Marketing Analyst,Education,New York,27,5,Communication,Full-time,86,1
791,Product Manager,Healthcare,Seattle,59,2,Communication,Contract,58,1
792,Data Scientist,Tech,Chicago,61,8,SQL,Full-time,54,1
