job_id,specialty,state,contract_length,pay_rate,weekly_stipend,shift_type,hospital_type,bed_count,experience_years,certification,agency_rating,travel_experience,certification_rarity,filled
269,Pediatrics,Texas,26,62,2043,Night,Teaching,276,7,PALS,4.666591865101689,1,0.1605,1
270,ICU,Ohio,4,70,1809,Rotating,Private,285,8,BLS,4.787484408318287,1,0.16,1
271,Pediatrics,California,26,69,1503,Rotating,Government,922,6,BLS,4.767296128115763,1,0.16,1
272,ICU,Ohio,13,81,1374,Night,Community,941,14,ACLS,4.039513341834602,1,0.1645,0
273,Med-Surg,Ohio,13,74,2408,Rotating,Government,504,1,TNCC,4.530851515191024,1,0.172,1
274,Labor & Delivery,Ohio,4,46,1984,Night,Teaching,62,19,PALS,3.96925129628633,0,0.1605,0
275,ICU,Florida,8,55,1912,Day,Government,259,11,CEN,3.591358314852774,1,0.167,0
276,ICU,California,8,65,1487,Rotating,Government,790,0,ACLS,4.552347898404413,1,0.1645,0
277,Pediatrics,Florida,8,87,1580,Rotating,Teaching,446,7,ACLS,3.5147413288546816,1,0.1645,0
278,ICU,Texas,13,88,1384,Day,Community,149,4,CEN,4.113773881187733,1,0.167,0
279,ER,Texas,26,41,1388,Day,Teaching,80,14,CEN,3.9940689039531136,1,0.167,0
280,ER,Illinois,13,40,1982,Rotating,Private,947,0,CCRN,4.540066307778279,0,0.176,0
281,Med-Surg,Illinois,26,87,1288,Rotating,Teaching,577,0,CEN,4.649368209140569,1,0.167,1
282,ICU,North Carolina,13,51,1770,Night,Teaching,698,9,BLS,3.9561419539569256,1,0.16,0
283,Pediatrics,Texas,8,44,2147,Night,Community,378,9,PALS,4.71744052166728,1,0.1605,1
284,Pediatrics,Texas,8,76,2433,Rotating,Private,215,14,CCRN,3.9408751407574005,0,0.176,1
285,Labor & Delivery,Florida,8,71,2204,Night,Government,508,16,BLS,4.169489539979842,1,0.16,1
286,Med-Surg,North Carolina,4,48,1925,Day,Government,871,5,CCRN,4.590527790521201,1,0.176,1
287,Pediatrics,Texas,4,80,1293,Night,Government,149,2,PALS,4.539380343837183,1,0.1605,1
288,Labor & Delivery,Georgia,26,74,2467,Night,Government,670,12,CCRN,4.9810527084683,1,0.176,1
289,Pediatrics,California,4,58,2437,Rotating,Community,904,15,BLS,3.8377415363238976,1,0.16,0
290,Labor & Delivery,Florida,13,87,818,Night,Private,222,7,TNCC,4.493476870309373,1,0.172,1
291,ER,Texas,13,55,2277,Rotating,Community,798,14,PALS,4.414522862413666,1,0.1605,1
292,ER,Florida,26,42,2305,Rotating,Teaching,211,16,ACLS,4.872647681735045,1,0.1645,1
293,Pediatrics,Florida,26,59,2417,Rotating,Private,954,16,PALS,3.7345432124673126,0,0.1605,0
294,Med-Surg,New York,8,63,1196,Day,Private,777,12,PALS,4.6276972453804,1,0.1605,0
295,ICU,North Carolina,4,72,1800,Night,Government,825,16,PALS,4.352402924403153,1,0.1605,1
296,Med-Surg,Illinois,8,63,2102,Night,Government,312,5,TNCC,3.911998804681858,1,0.172,0
297,Med-Surg,North Carolina,4,50,1650,Night,Government,853,16,BLS,4.211652371220762,1,0.16,1
298,ICU,Florida,4,88,2188,Rotating,Government,323,15,ACLS,4.000664895604697,0,0.1645,1
299,ER,North Carolina,26,47,2154,Day,Teaching,52,13,BLS,4.368970104182692,0,0.16,0
300,ER,Ohio,8,75,2464,Rotating,Government,77,12,CCRN,4.833500916221999,1,0.176,1
301,ICU,Georgia,8,77,2167,Night,Community,375,5,CCRN,4.353957476618303,0,0.176,1
302,Labor & Delivery,Georgia,4,79,1621,Rotating,Private,989,2,CCRN,4.447583627489876,1,0.176,1
303,Med-Surg,Florida,4,59,1254,Rotating,Teaching,198,13,BLS,4.2781217706720645,1,0.16,0
304,Pediatrics,Ohio,26,74,2424,Night,Teaching,589,13,CEN,3.576748259668214,1,0.167,1
305,ER,Georgia,13,87,1524,Rotating,Private,537,14,TNCC,3.8492878353141413,0,0.172,0
306,Pediatrics,New York,8,64,2478,Rotating,Private,871,7,CEN,4.238002594148124,0,0.167,1
307,ICU,Texas,8,74,1888,Day,Private,487,14,CCRN,3.965352925617057,1,0.176,1
308,Pediatrics,Florida,26,64,1899,Rotating,Teaching,114,12,TNCC,3.772645396641791,1,0.172,0
309,Pediatrics,New York,26,68,1510,Day,Community,405,16,BLS,4.256199262877658,1,0.16,0
310,Med-Surg,North Carolina,8,57,942,Night,Community,582,2,CCRN,3.9842146901717754,1,0.176,0
311,ICU,California,8,85,1716,Day,Private,301,5,BLS,3.8871614647601223,1,0.16,1
312,Pediatrics,North Carolina,4,57,1627,Rotating,Teaching,284,4,TNCC,4.195978126160571,1,0.172,0
313,ER,New York,13,41,1404,Night,Government,276,16,BLS,3.6999263871232597,1,0.16,0
314,ICU,Illinois,8,74,2296,Rotating,Teaching,574,1,BLS,4.8916185996131105,1,0.16,1
315,ER,Illinois,26,55,2240,Rotating,Private,362,14,ACLS,4.801553146878859,0,0.1645,1
316,Labor & Delivery,Texas,4,80,1104,Day,Teaching,98,4,CEN,4.561430878610803,0,0.167,1
317,Pediatrics,North Carolina,4,75,1535,Rotating,Teaching,167,19,CEN,3.6593207413826843,1,0.167,0
318,ICU,Ohio,26,72,2320,Day,Teaching,103,5,CEN,4.66381588170454,1,0.167,1
319,ER,Texas,26,43,1090,Night,Government,699,5,PALS,4.711935992163529,0,0.1605,0
320,Pediatrics,Georgia,4,72,901,Night,Private,614,17,ACLS,4.651646926571507,0,0.1645,1
321,Med-Surg,Ohio,26,53,2090,Rotating,Private,93,17,CCRN,3.670948830678862,1,0.176,0
322,ER,Ohio,4,60,1666,Day,Private,864,3,CCRN,4.465861935601647,0,0.176,1
323,ER,Ohio,26,87,1767,Rotating,Community,102,16,CCRN,4.751487193624098,1,0.176,1
324,Labor & Delivery,Ohio,4,59,2445,Rotating,Community,635,13,CEN,4.366030101829502,1,0.167,0
325,Med-Surg,Illinois,8,47,1773,Rotating,Private,607,13,CEN,4.469611062842134,1,0.167,1
326,Labor & Delivery,North Carolina,8,46,1641,Rotating,Teaching,574,12,ACLS,4.1875452191394595,1,0.1645,1
327,Med-Surg,Georgia,26,42,1761,Day,Teaching,726,6,BLS,4.293060979826079,1,0.16,0
328,ER,Illinois,13,56,1741,Rotating,Private,151,11,CEN,3.5515652875275876,1,0.167,0
329,Labor & Delivery,Florida,8,72,1826,Night,Government,841,14,CCRN,4.458444532959927,1,0.176,1
330,Pediatrics,Georgia,4,87,884,Day,Government,819,18,BLS,3.6221708193367386,1,0.16,0
331,Med-Surg,Illinois,13,51,1127,Rotating,Teaching,898,10,CEN,4.152521891510335,1,0.167,0
332,ER,Texas,4,61,1615,Day,Teaching,917,14,TNCC,3.9389826465011115,0,0.172,0
333,ICU,Illinois,4,61,2273,Rotating,Community,447,11,PALS,4.31814192531757,0,0.1605,1
334,Med-Surg,Georgia,8,85,1253,Night,Government,187,2,CEN,3.7001245032848105,0,0.167,0
335,Med-Surg,Georgia,26,69,1428,Night,Teaching,724,16,TNCC,4.5374651029599775,0,0.172,1
336,Pediatrics,Texas,26,77,2044,Night,Teaching,970,2,ACLS,4.692517305392705,1,0.1645,1
337,Med-Surg,California,4,77,1977,Day,Private,436,18,TNCC,3.7450316746147347,1,0.172,1
338,Med-Surg,North Carolina,8,84,1464,Night,Community,160,19,ACLS,3.6564696310278233,1,0.1645,0
339,Pediatrics,Georgia,4,47,811,Rotating,Government,663,3,CEN,3.7182732241810386,1,0.167,0
340,Pediatrics,Illinois,13,66,1956,Rotating,Government,66,2,ACLS,4.815691342847753,1,0.1645,1
341,Labor & Delivery,Texas,4,66,1103,Rotating,Community,829,15,TNCC,4.292283892634535,1,0.172,0
342,ER,Ohio,8,73,2116,Day,Teaching,231,11,PALS,4.200891494011254,1,0.1605,1
343,ER,North Carolina,4,60,1774,Day,Government,933,7,BLS,3.6600677286535315,0,0.16,0
344,Labor & Delivery,Georgia,8,69,2123,Night,Government,585,16,BLS,4.4743340101354425,0,0.16,1
345,ER,North Carolina,26,72,1582,Day,Government,590,6,PALS,4.801999387842635,1,0.1605,1
346,Med-Surg,North Carolina,8,67,842,Rotating,Private,220,10,CCRN,4.7422788039851795,1,0.176,1
347,Labor & Delivery,New York,13,86,1743,Rotating,Community,458,17,BLS,4.439082063471202,0,0.16,1
348,Labor & Delivery,North Carolina,8,72,1142,Rotating,Government,789,0,CEN,3.6129180749775105,0,0.167,0
349,ER,Ohio,13,44,2149,Day,Community,427,2,CCRN,3.6685955407640196,1,0.176,0
350,ICU,Florida,13,87,1297,Rotating,Teaching,237,3,CEN,3.573963480664737,0,0.167,0
351,ER,North Carolina,4,58,1163,Night,Community,907,12,TNCC,3.886218824738704,1,0.172,0
352,ICU,Georgia,13,43,1690,Day,Private,279,5,TNCC,3.7034922007405666,1,0.172,0
353,Labor & Delivery,Texas,8,74,1226,Rotating,Private,882,13,CCRN,3.890072060378651,1,0.176,0
354,ICU,Ohio,26,88,1804,Rotating,Community,901,4,CCRN,4.077587083578442,1,0.176,1
355,Med-Surg,Illinois,8,56,820,Day,Private,168,15,CCRN,4.914474176106704,1,0.176,0
356,Pediatrics,Illinois,26,83,1206,Day,Government,205,14,CCRN,4.415564089672538,1,0.176,1
357,ICU,Georgia,13,67,1418,Night,Private,833,14,ACLS,4.752460678524443,1,0.1645,1
358,Pediatrics,California,4,69,1814,Day,Teaching,736,3,CCRN,4.565527251068499,1,0.176,1
359,Med-Surg,New York,13,68,1135,Rotating,Community,514,7,CCRN,3.6687546957899477,0,0.176,0
360,Pediatrics,Georgia,13,85,1940,Night,Community,153,15,TNCC,4.603880609560923,1,0.172,1
361,Med-Surg,Texas,26,45,1947,Rotating,Teaching,653,15,CEN,3.9126483223386868,1,0.167,0
362,Pediatrics,Ohio,8,74,1198,Rotating,Teaching,747,3,TNCC,4.45866177049206,1,0.172,1
363,Pediatrics,New York,4,80,1592,Rotating,Teaching,844,12,BLS,4.011442960464483,1,0.16,0
364,ER,California,4,76,1514,Day,Teaching,551,12,ACLS,4.996508394896988,1,0.1645,1
365,ICU,Georgia,4,63,850,Day,Government,742,1,ACLS,3.895327219245167,0,0.1645,0
366,Pediatrics,Florida,4,68,1123,Rotating,Private,731,2,CEN,3.9186957061614045,1,0.167,1
367,Labor & Delivery,New York,8,88,1588,Day,Private,748,7,CCRN,4.896008383343597,1,0.176,1
368,ER,California,4,85,940,Rotating,Government,224,14,TNCC,3.536966606954484,1,0.172,0
369,ICU,Georgia,26,70,1269,Day,Teaching,783,10,BLS,4.545033481809796,1,0.16,1
370,ER,North Carolina,26,74,1586,Day,Community,794,8,TNCC,4.587989586103817,0,0.172,1
371,ICU,Georgia,4,72,2157,Day,Community,723,6,CCRN,4.754567866115599,1,0.176,1
372,Med-Surg,Texas,4,60,1763,Night,Community,470,12,CCRN,4.961658965957713,0,0.176,0
373,Pediatrics,Georgia,8,71,1807,Day,Teaching,183,1,PALS,4.963402878734978,1,0.1605,1
374,Labor & Delivery,Florida,8,62,1172,Night,Government,440,7,TNCC,3.597915136349696,1,0.172,0
375,ER,Georgia,4,72,2387,Night,Government,785,6,CEN,4.732758984129354,0,0.167,1
376,ER,Illinois,8,42,1293,Night,Government,550,11,TNCC,4.469464900486072,1,0.172,0
377,ER,California,13,57,2362,Rotating,Private,714,18,ACLS,4.471013201559637,0,0.1645,0
378,ER,North Carolina,4,64,2492,Day,Private,82,6,BLS,3.6925248899220424,0,0.16,0
379,Pediatrics,Illinois,8,81,1550,Rotating,Private,104,9,CEN,4.47528074966848,1,0.167,1
380,ICU,Georgia,26,70,1979,Night,Private,568,15,PALS,4.973723870901871,1,0.1605,1
381,Pediatrics,Florida,4,42,1090,Day,Community,805,2,BLS,4.86772785430917,1,0.16,0
382,Med-Surg,California,4,79,2471,Rotating,Community,874,9,BLS,4.158695991207276,1,0.16,1
383,Pediatrics,California,26,85,1967,Night,Government,687,5,ACLS,3.5599219599291416,1,0.1645,1
384,Pediatrics,Georgia,26,63,905,Rotating,Private,61,17,ACLS,4.043440235000308,1,0.1645,0
385,Med-Surg,Florida,8,89,2243,Rotating,Government,577,17,ACLS,4.739585467400833,0,0.1645,1
386,Pediatrics,Texas,26,71,1469,Day,Teaching,769,4,CEN,4.552248652197749,0,0.167,1
387,ICU,North Carolina,13,86,2481,Day,Private,604,6,TNCC,4.189015483390935,1,0.172,1
388,Labor & Delivery,California,4,61,801,Rotating,Private,422,1,BLS,3.5826523027382464,1,0.16,0
389,Med-Surg,North Carolina,13,62,1388,Day,Government,533,10,TNCC,4.140342091734954,1,0.172,0
390,ER,Florida,8,41,1443,Day,Government,696,12,TNCC,4.203537409576825,1,0.172,0
391,ICU,New York,26,66,889,Rotating,Teaching,277,4,ACLS,4.892833299341204,1,0.1645,0
392,Labor & Delivery,Illinois,4,81,2168,Day,Government,672,5,TNCC,4.461629155373239,0,0.172,1
393,ICU,California,26,41,1149,Day,Private,356,13,BLS,3.9674793749819735,0,0.16,0
394,ICU,New York,26,65,2282,Night,Community,506,11,BLS,4.287977396676082,1,0.16,0
395,ER,California,8,56,2086,Day,Teaching,209,3,CCRN,3.5990829617332403,1,0.176,0
396,Labor & Delivery,Texas,8,79,2174,Night,Teaching,380,5,PALS,4.958852353474605,1,0.1605,1
397,ICU,Georgia,8,72,1931,Rotating,Private,825,9,CEN,4.040089852896089,0,0.167,1
398,ER,Florida,8,48,2409,Night,Community,274,17,TNCC,4.216801032369704,1,0.172,0
399,Med-Surg,California,4,82,1862,Rotating,Government,778,14,CEN,4.032925961355383,0,0.167,1
400,ER,Florida,13,87,1708,Day,Government,553,7,CEN,4.5237675951743,0,0.167,1
401,Pediatrics,Ohio,13,78,958,Day,Community,505,8,CEN,4.49334823749439,1,0.167,0
402,ER,California,4,68,2406,Night,Community,94,4,CCRN,4.572983465793703,0,0.176,1
403,ER,Texas,26,81,1758,Rotating,Private,263,9,CEN,3.9022148444178812,1,0.167,0
404,ER,Texas,4,65,1111,Day,Government,108,19,CCRN,3.973502721746099,0,0.176,0
405,ICU,Georgia,13,74,2064,Night,Private,693,5,BLS,3.687876846644312,1,0.16,1
406,Labor & Delivery,Georgia,13,89,1244,Night,Government,665,15,TNCC,4.483264957769169,1,0.172,1
407,ER,New York,4,64,1097,Night,Government,244,2,CCRN,3.559695691003479,1,0.176,0
408,ER,Texas,8,63,1751,Day,Community,974,9,PALS,4.396523503285189,1,0.1605,1
409,Pediatrics,Florida,26,52,835,Rotating,Private,538,10,CEN,4.804543827277451,0,0.167,0
410,Pediatrics,Ohio,4,46,1907,Day,Community,206,10,PALS,4.836248222434451,1,0.1605,1
411,Med-Surg,North Carolina,13,75,2275,Day,Private,659,16,BLS,4.173556640554942,1,0.16,1
412,Med-Surg,Texas,8,84,2208,Rotating,Government,275,3,BLS,4.188955532319611,0,0.16,1
413,Pediatrics,California,26,59,1995,Night,Teaching,461,3,ACLS,3.615453774512026,1,0.1645,0
414,Labor & Delivery,North Carolina,13,40,2199,Day,Teaching,254,16,CEN,4.506147538164553,0,0.167,0
415,Med-Surg,North Carolina,26,47,2185,Night,Private,128,8,ACLS,4.731889130559268,1,0.1645,1
416,Labor & Delivery,Texas,8,85,1358,Night,Private,173,18,PALS,3.8669825819070693,1,0.1605,0
417,Pediatrics,Ohio,13,55,1690,Rotating,Community,520,4,TNCC,4.131951322450047,0,0.172,0
418,Med-Surg,Florida,8,53,940,Rotating,Government,989,5,ACLS,4.758259005147906,1,0.1645,0
419,ER,California,4,51,1686,Rotating,Teaching,267,2,BLS,4.815680701493432,1,0.16,1
420,Pediatrics,New York,4,62,1941,Night,Community,565,0,CEN,3.8647699703963387,1,0.167,0
421,Med-Surg,New York,26,54,2100,Night,Private,651,19,PALS,4.325855951812047,1,0.1605,0
422,Labor & Delivery,New York,8,67,1525,Day,Government,153,15,CCRN,3.7887397259537408,1,0.176,0
423,Labor & Delivery,Georgia,8,73,2043,Night,Community,442,10,BLS,3.6528181462093348,1,0.16,1
424,Med-Surg,California,26,41,1849,Rotating,Community,680,12,CCRN,4.8666807520879365,1,0.176,1
425,Labor & Delivery,North Carolina,26,71,1320,Rotating,Private,694,9,TNCC,4.730761256348163,0,0.172,1
426,Med-Surg,New York,26,62,809,Rotating,Government,873,2,CEN,4.64005235270476,1,0.167,1
427,Med-Surg,Georgia,4,61,1783,Rotating,Teaching,657,8,TNCC,3.573149478219711,1,0.172,0
428,Labor & Delivery,Texas,26,64,1177,Night,Community,483,11,TNCC,4.765593189065386,1,0.172,0
429,ICU,North Carolina,4,61,2456,Rotating,Private,380,13,CEN,4.157066113858075,1,0.167,0
430,ER,California,26,61,2460,Day,Community,192,0,CEN,4.01359268494379,1,0.167,0
431,Pediatrics,California,8,88,1481,Night,Private,849,17,CCRN,4.3197145415380644,1,0.176,0
432,ER,California,8,81,1383,Rotating,Private,589,16,TNCC,3.6370298640853336,1,0.172,0
433,Pediatrics,Illinois,26,45,951,Day,Private,327,8,PALS,4.634969824028598,1,0.1605,0
434,Pediatrics,Georgia,26,54,1519,Rotating,Government,282,8,CCRN,4.3736526153324435,1,0.176,0
435,ER,North Carolina,4,82,1872,Night,Teaching,578,9,CEN,3.779885145309751,1,0.167,1
436,Med-Surg,Florida,13,76,1977,Night,Government,620,18,BLS,3.7823482996535684,1,0.16,1
437,Labor & Delivery,Illinois,4,72,1658,Day,Teaching,139,14,CCRN,3.7763729773590113,1,0.176,1
438,ICU,Illinois,8,47,2116,Night,Private,541,4,ACLS,3.585503581327901,0,0.1645,0
439,ICU,Illinois,26,83,2403,Day,Teaching,248,14,PALS,4.381697674057527,1,0.1605,1
440,ICU,Florida,8,83,849,Rotating,Government,411,19,CCRN,4.760522266382762,1,0.176,1
441,ER,Illinois,13,44,1463,Night,Community,490,1,CEN,3.5262473209810827,0,0.167,0
442,ER,New York,4,78,1330,Rotating,Government,75,12,CEN,3.57350696745691,0,0.167,0
443,Med-Surg,California,8,43,2435,Rotating,Government,74,15,PALS,4.359155415030418,1,0.1605,1
444,ICU,North Carolina,4,45,1883,Night,Government,443,14,ACLS,4.7292435280790786,1,0.1645,1
445,Med-Surg,North Carolina,26,84,1990,Rotating,Government,556,9,CCRN,3.9901083358529505,1,0.176,1
446,ICU,California,8,71,2025,Day,Government,350,13,CCRN,4.024421598211584,0,0.176,1
447,ER,Georgia,13,69,1656,Day,Teaching,388,9,TNCC,4.394519746245164,0,0.172,1
448,Labor & Delivery,Texas,4,86,945,Day,Teaching,316,13,BLS,3.9113193336862206,1,0.16,0
449,Labor & Delivery,Ohio,4,74,1714,Night,Community,510,8,CEN,3.539912549116526,1,0.167,1
450,Labor & Delivery,New York,13,79,2499,Rotating,Government,742,13,CCRN,4.602842777152394,0,0.176,1
451,Labor & Delivery,Florida,8,55,1792,Rotating,Government,505,2,CCRN,4.43847486941218,1,0.176,1
452,Pediatrics,Ohio,8,52,2262,Rotating,Community,409,19,CCRN,4.371133998583488,1,0.176,1
453,ICU,California,4,89,1041,Rotating,Community,117,15,ACLS,4.612526193487735,0,0.1645,1
454,Labor & Delivery,Illinois,13,81,1380,Day,Private,912,1,BLS,4.512846256343057,0,0.16,1
455,Pediatrics,North Carolina,4,69,1486,Night,Community,461,9,CCRN,3.8088229822674817,0,0.176,0
456,Pediatrics,Georgia,4,58,2384,Day,Community,540,2,PALS,4.028721570415026,1,0.1605,0
457,Pediatrics,Georgia,26,56,1282,Day,Community,882,10,CEN,3.6891652125179375,1,0.167,0
458,Med-Surg,Texas,8,58,1931,Night,Private,98,10,TNCC,3.6947855201268216,1,0.172,0
459,Med-Surg,Texas,8,67,2049,Night,Teaching,736,12,PALS,4.514293619534809,1,0.1605,0
460,Pediatrics,California,26,65,1472,Day,Private,613,6,CEN,4.787900160473747,1,0.167,0
461,Labor & Delivery,New York,8,76,1430,Rotating,Teaching,151,16,ACLS,4.944098875791709,1,0.1645,1
462,ICU,Georgia,8,65,1460,Night,Community,265,1,BLS,4.4425206763241665,1,0.16,0
463,ER,Ohio,8,62,1461,Night,Private,487,11,BLS,3.7761519850414356,0,0.16,0
464,Med-Surg,Texas,13,48,2255,Day,Private,749,9,CEN,3.658475518173396,1,0.167,0
465,Labor & Delivery,North Carolina,26,51,1604,Rotating,Teaching,618,17,PALS,4.719276457305137,1,0.1605,0
466,Labor & Delivery,North Carolina,4,40,2478,Night,Private,608,10,TNCC,4.368134714539999,1,0.172,0
467,ER,California,13,40,1218,Day,Private,208,15,ACLS,4.42742753152058,1,0.1645,0
468,ER,New York,4,86,1787,Night,Government,538,16,CEN,4.672193133132064,0,0.167,1
469,Labor & Delivery,California,26,73,2278,Rotating,Teaching,735,18,ACLS,4.554915841598677,1,0.1645,1
470,ER,California,26,71,1983,Day,Private,291,17,BLS,4.751687379284145,1,0.16,1
471,Labor & Delivery,New York,26,87,2346,Day,Private,843,2,CCRN,3.584320858189818,1,0.176,1
472,ER,New York,8,64,1449,Rotating,Community,802,15,CCRN,4.621280955119757,1,0.176,1
473,ER,New York,13,79,1768,Day,Government,931,5,TNCC,4.776279135983144,1,0.172,1
474,Labor & Delivery,North Carolina,26,84,1389,Rotating,Government,54,11,ACLS,3.9292025636874715,1,0.1645,0
475,Pediatrics,North Carolina,4,40,1900,Day,Community,645,10,CEN,4.4606709109898794,1,0.167,1
476,Labor & Delivery,California,8,55,1308,Rotating,Community,869,14,TNCC,3.971243095755458,1,0.172,0
477,ICU,Texas,8,78,1240,Night,Community,410,14,PALS,4.936956599723681,1,0.1605,1
478,ER,Florida,13,44,2077,Night,Community,508,15,CCRN,3.5501353586532556,1,0.176,0
479,Med-Surg,Florida,13,61,1720,Night,Government,297,9,CEN,4.369689265749432,1,0.167,0
480,ER,California,13,68,1569,Day,Private,615,11,ACLS,3.7497553205742724,1,0.1645,1
481,ICU,California,8,42,2143,Rotating,Private,722,12,TNCC,4.568330307765738,0,0.172,1
482,Med-Surg,Texas,26,51,1062,Rotating,Community,995,3,CEN,3.763835425127993,0,0.167,0
483,Med-Surg,New York,4,65,2420,Night,Teaching,471,6,TNCC,3.8530748928475362,1,0.172,0
484,Labor & Delivery,California,26,55,2481,Night,Community,972,1,TNCC,4.241556216568637,1,0.172,1
485,Pediatrics,Georgia,4,76,2377,Night,Private,787,14,TNCC,4.872252424995317,1,0.172,1
486,Labor & Delivery,North Carolina,26,61,2197,Rotating,Teaching,64,7,ACLS,3.8175715582219563,1,0.1645,0
487,Med-Surg,Illinois,13,68,1436,Night,Community,785,6,CEN,3.7163600316771555,0,0.167,0
488,Med-Surg,New York,4,53,1990,Day,Teaching,622,14,BLS,4.6384652477810455,1,0.16,1
489,Pediatrics,Georgia,8,67,1258,Night,Community,171,13,BLS,4.250929298500896,1,0.16,0
490,ER,North Carolina,4,44,1798,Night,Government,326,7,ACLS,4.867677668572657,1,0.1645,1
491,Pediatrics,California,8,86,2103,Rotating,Private,607,11,ACLS,3.7199218357397634,1,0.1645,1
492,Labor & Delivery,Illinois,26,88,1499,Day,Community,502,12,CCRN,4.4688918395345585,1,0.176,0
493,ER,Georgia,13,69,1101,Rotating,Teaching,439,10,TNCC,3.8493187192277225,0,0.172,0
494,Labor & Delivery,Ohio,4,85,2354,Day,Private,343,16,CEN,3.735140642977459,1,0.167,1
495,Pediatrics,Texas,8,44,2403,Day,Community,623,16,CEN,4.525144122735906,0,0.167,1
496,ER,North Carolina,26,51,2041,Night,Community,647,3,PALS,4.3905269298631,1,0.1605,0
497,Pediatrics,Illinois,13,55,1925,Night,Community,495,7,PALS,4.632241187543497,1,0.1605,1
498,ICU,California,13,65,1353,Rotating,Community,259,4,BLS,3.9641938646692734,1,0.16,0
499,Med-Surg,Florida,13,65,1087,Rotating,Government,639,15,PALS,4.171957484573285,1,0.1605,0
500,ER,Georgia,26,87,1990,Rotating,Private,763,3,PALS,4.108207514495628,1,0.1605,1
501,Med-Surg,California,26,60,1420,Day,Government,351,14,BLS,4.976134195949771,1,0.16,0
502,ICU,Florida,26,78,1805,Rotating,Private,958,11,CCRN,3.938373435109082,0,0.176,1
503,ER,Texas,13,75,835,Day,Community,272,4,BLS,3.9422258575201505,1,0.16,0
504,Med-Surg,Texas,4,72,1543,Day,Private,783,15,PALS,4.031822313242911,1,0.1605,0
505,Med-Surg,New York,8,69,1152,Day,Teaching,52,13,CEN,4.346891121935482,1,0.167,1
506,ER,Georgia,26,76,2499,Day,Private,567,9,PALS,3.878484116395618,1,0.1605,1
507,Med-Surg,New York,4,62,872,Day,Teaching,142,6,TNCC,4.872934910568911,0,0.172,0
508,Med-Surg,Florida,8,49,1447,Night,Teaching,569,12,TNCC,3.8985283472993952,0,0.172,0
509,ER,Florida,13,44,2176,Day,Government,477,19,TNCC,4.843723597340292,1,0.172,1
510,Med-Surg,Texas,4,75,1893,Day,Private,542,4,CCRN,3.655212595469877,1,0.176,1
511,Med-Surg,Illinois,13,73,1224,Night,Community,284,2,ACLS,4.4848440535994785,1,0.1645,1
512,Labor & Delivery,Florida,8,70,1798,Night,Private,669,14,TNCC,4.860478277657366,1,0.172,0
513,Labor & Delivery,Florida,26,49,1507,Night,Government,210,3,CEN,3.753124157597344,0,0.167,0
514,ICU,Georgia,13,58,1360,Rotating,Teaching,770,14,CCRN,4.952490440148883,1,0.176,0
515,Labor & Delivery,Illinois,4,71,1627,Rotating,Teaching,801,13,ACLS,4.179325040623268,0,0.1645,0
516,Labor & Delivery,New York,26,40,2465,Day,Government,380,19,ACLS,4.9185726626615365,1,0.1645,1
517,ICU,New York,4,44,1755,Day,Government,382,18,TNCC,4.5152300654450706,0,0.172,1
518,Med-Surg,Florida,8,84,1316,Day,Private,99,12,PALS,3.9523803048103274,1,0.1605,0
519,Med-Surg,Georgia,8,43,1227,Day,Teaching,572,9,BLS,3.7824537873756596,0,0.16,0
520,Labor & Delivery,New York,26,55,2362,Night,Government,912,4,PALS,3.955602569337649,1,0.1605,0
521,ICU,New York,4,63,959,Rotating,Private,717,19,PALS,3.6395261138940125,1,0.1605,0
522,Med-Surg,Ohio,4,55,948,Night,Private,541,19,ACLS,3.7158019495149945,1,0.1645,0
523,Pediatrics,Georgia,4,41,1575,Rotating,Community,631,5,ACLS,3.6569906605197215,1,0.1645,0
524,ER,New York,4,88,2053,Night,Teaching,730,3,CCRN,4.134415315612337,1,0.176,1
525,ER,Texas,8,67,2385,Day,Private,321,1,CCRN,4.69336756438638,0,0.176,1
526,ER,California,4,71,866,Rotating,Government,629,15,ACLS,3.7120753313245105,1,0.1645,0
527,Labor & Delivery,Florida,8,66,1813,Day,Teaching,916,17,CEN,3.6954806497585038,1,0.167,1
528,ER,North Carolina,4,59,1180,Rotating,Government,301,4,CEN,4.465143424275996,0,0.167,0
529,ER,Florida,4,63,857,Rotating,Government,609,3,BLS,3.7957744729520995,0,0.16,0
530,Pediatrics,Texas,13,51,2082,Day,Private,745,12,ACLS,3.6464150571634875,1,0.1645,0
531,Med-Surg,North Carolina,13,89,1141,Day,Private,881,18,TNCC,3.7502728673083663,1,0.172,0
532,Pediatrics,California,4,74,1953,Day,Community,748,1,CCRN,4.885597093815164,1,0.176,1
533,Labor & Delivery,California,8,72,1526,Night,Government,139,12,ACLS,4.732206879164286,1,0.1645,1
534,ER,Texas,4,72,1995,Rotating,Private,495,10,CEN,4.031096843532641,0,0.167,1
535,Med-Surg,Illinois,13,82,1569,Rotating,Community,381,3,ACLS,4.4837311509910895,0,0.1645,1
536,ER,Illinois,4,76,1413,Rotating,Teaching,188,19,CEN,4.305913510502057,1,0.167,0
537,ER,California,13,51,2032,Day,Community,406,19,ACLS,4.515686395223846,0,0.1645,1
538,Labor & Delivery,Illinois,4,42,1153,Rotating,Community,650,14,TNCC,4.524006728694139,1,0.172,0
539,ER,Illinois,26,40,2294,Rotating,Government,323,3,BLS,4.443101022589989,1,0.16,1
